Invoice ID,Branch,Customer Type,Gender,Product Line,Unit Price,Quantity,Tax 5%,Total,Date,Payment,Gross Income
 INV1075 ,B,Member,Male,Fashion accessories,53.77,1.0,16.48,53.77,2024-03-01,Cash,18.16
INV1076,B,Normal,Female,Sports and travel,46.81,1.0,2.52,46.81,2024-03-01,Ewallet ,11.85
INV1077,B,Member,Female,Food and beverages ,79.47,3.0,18.0,238.41,2024-03-01, Credit card,16.98
INV1078,A,Member,Male,Fashion accessories,11.1,2.4655172413793105,11.4,27.367241379310347,2024-04-01,Cash,5.99
INV1079,B,Normal,Female,Fashion accessories,63.86,2.0,16.53,127.72,2024-04-01,Ewallet ,31.25
 INV1080 ,B,Member,Female,Home and lifestyle,60.9,4.0,9.59,243.6,2024-01-01, Credit card,42.9
INV1081,C,Member,Male,Health & Beauty,74.46,2.0,13.23,148.92,2024-01-02,Ewallet ,29.7
INV1082,A,Normal,Female,Health & Beauty,63.91,2.4655172413793105,11.0,157.57120689655173,2024-03-01,Cash,14.87
INV1083,C,Member,Male,Food and beverages ,84.41,1.0,14.9,84.41,2024-01-01,Cash,6.52
INV1084,C,Member,Male,Food and beverages ,96.32,1.0,2.55,96.32,2024-01-01,Cash,14.66
 INV1085 ,A,Member,Male,Fashion accessories,40.83,2.4655172413793105,2.15,100.66706896551725,2024-01-01,Cash,23.73
INV1086,A,Normal,Male, Electronic accessories ,30.46,1.0,5.69,30.46,2024-04-01, Credit card,39.18
INV1087,C,Member,Male,Home and lifestyle,48.12,1.0,4.03,48.12,2024-03-01, Credit card,28.889285714285716
INV1088,B,Normal,Male,Home and lifestyle,35.91,1.0,17.56,35.91,2024-03-01,Ewallet ,28.889285714285716
INV1089,B,Member,Male,Fashion accessories,65.35,4.0,5.17,261.4,2024-01-02,Cash,44.01
 INV1090 ,B,Member,Female,Sports and travel,92.07,4.0,19.54,368.28,2024-03-01,Ewallet ,25.43
INV1091,B,Member,Male, Electronic accessories ,22.52,3.0,7.4,67.56,2024-03-01, Credit card,41.96
INV1092,B,Normal,Male,Fashion accessories,19.07,2.0,4.46,38.14,2024-01-01,Cash,29.96
INV1093,A,Member,Female, Electronic accessories ,33.04,2.4655172413793105,16.0,81.46068965517242,2024-01-02,Cash,33.67
INV1094,A,Member,Female, Electronic accessories ,75.35,2.4655172413793105,13.52,185.77672413793104,2024-03-01, Credit card,28.68
 INV1095 ,A,Normal,Female, Electronic accessories ,63.37,2.4655172413793105,10.47,156.2398275862069,2024-04-01, Credit card,25.84
INV1096,A,Member,Male,Fashion accessories,19.2,3.0,11.55,57.599999999999994,2024-03-01, Credit card,15.56
INV1097,B,Normal,Female,Home and lifestyle,92.69,4.0,14.66,370.76,2024-01-01, Credit card,18.64
INV1098,A,Normal,Male,Home and lifestyle,81.11,3.0,5.34,243.32999999999998,2024-04-01, Credit card,18.05
INV1099,B,Member,Male, Electronic accessories ,12.07,2.4655172413793105,19.93,29.75879310344828,2024-01-01,Cash,30.35
 INV1100 ,B,Normal,Male,Sports and travel,68.62,2.0,19.52,137.24,2024-03-01, Credit card,10.4
INV1101,A,Member,Male,Health & Beauty,79.41,1.0,13.36,79.41,2024-04-01,Cash,46.26
INV1102,A,Normal,Female,Fashion accessories,43.7,4.0,4.79,174.8,2024-01-02,Cash,28.889285714285716
INV1103,A,Normal,Female,Health & Beauty,16.2,4.0,13.92,64.8,2024-01-02, Credit card,23.07
INV1104,A,Member,Male,Sports and travel,16.96,3.0,2.37,50.88,2024-04-01, Credit card,12.14
 INV1105 ,A,Normal,Male,Fashion accessories,19.38,4.0,1.58,77.52,2024-04-01,Cash,44.69
INV1106,C,Normal,Male, Electronic accessories ,85.64,2.4655172413793105,5.9,211.14689655172415,2024-01-01, Credit card,42.07
INV1107,C,Normal,Female,Home and lifestyle,91.96,2.4655172413793105,9.79,226.7289655172414,2024-04-01, Credit card,37.48
INV1108,A,Normal,Male,Health & Beauty,21.05,3.0,17.5,63.150000000000006,2024-01-01, Credit card,17.22
INV1109,C,Normal,Male,Food and beverages ,31.23,2.4655172413793105,14.82,76.99810344827587,2024-03-01,Ewallet ,23.11
 INV1110 ,C,Member,Female,Food and beverages ,24.9,2.0,15.11,49.8,2024-01-01,Cash,28.889285714285716
INV1111,A,Normal,Female,Sports and travel,26.77,3.0,9.08,80.31,2024-04-01,Ewallet ,13.51
INV1112,C,Member,Male, Electronic accessories ,85.37,2.0,7.57,170.74,2024-04-01, Credit card,40.24
INV1113,B,Normal,Female,Health & Beauty,39.89,1.0,8.05,39.89,2024-03-01,Ewallet ,37.18
INV1114,B,Member,Female, Electronic accessories ,38.03,2.0,19.77,76.06,2024-04-01, Credit card,31.71
 INV1115 ,B,Member,Male,Health & Beauty,30.47,1.0,1.76,30.47,2024-04-01,Ewallet ,45.31
INV1116,A,Normal,Female,Sports and travel,64.71,1.0,17.47,64.71,2024-01-02, Credit card,31.25
INV1117,A,Normal,Male,Sports and travel,44.14,2.0,11.99,88.28,2024-01-02,Ewallet ,26.01
INV1118,A,Normal,Female,Food and beverages ,76.98,3.0,9.33,230.94,2024-03-01,Ewallet ,28.889285714285716
INV1119,A,Member,Male, Electronic accessories ,28.5,2.4655172413793105,14.78,70.26724137931035,2024-01-01,Ewallet ,47.32
 INV1120 ,B,Normal,Male,Fashion accessories,80.9,2.4655172413793105,10.25,199.46034482758623,2024-01-02,Cash,28.889285714285716
INV1121,A,Member,Male,Food and beverages ,64.33,1.0,17.6,64.33,2024-01-01,Ewallet ,46.89
INV1122,C,Member,Female, Electronic accessories ,20.28,1.0,18.11,20.28,2024-04-01,Cash,42.2
INV1123,B,Member,Male,Food and beverages ,47.31,3.0,9.01,141.93,2024-01-02, Credit card,10.85
INV1124,C,Normal,Female,Fashion accessories,87.72,4.0,6.26,350.88,2024-03-01,Ewallet ,30.42
 INV1125 ,A,Normal,Male,Home and lifestyle,93.07,2.0,12.25,186.14,2024-03-01, Credit card,43.99
INV1126,C,Member,Male,Home and lifestyle,51.91,1.0,18.33,51.91,2024-03-01, Credit card,30.73
INV1127,C,Member,Female,Home and lifestyle,53.28,2.4655172413793105,5.0,131.36275862068968,2024-01-02,Ewallet ,45.82
INV1128,C,Normal,Male,Home and lifestyle,92.66,3.0,12.84,277.98,2024-01-01,Cash,47.43
INV1129,A,Member,Male,Health & Beauty,62.84,2.0,13.0,125.68,2024-04-01,Ewallet ,24.01
 INV1130 ,C,Normal,Female,Home and lifestyle,12.96,3.0,14.93,38.88,2024-01-01, Credit card,21.98
INV1131,B,Member,Male,Fashion accessories,92.15,2.0,3.5,184.3,2024-01-01, Credit card,47.13
INV1132,C,Normal,Male,Sports and travel,32.34,2.0,14.6,64.68,2024-04-01,Ewallet ,35.38
INV1133,C,Member,Male,Sports and travel,61.99,1.0,18.27,61.99,2024-04-01,Cash,10.22
INV1134,A,Normal,Male,Health & Beauty,24.9,3.0,4.41,74.69999999999999,2024-01-02,Cash,6.9
 INV1135 ,B,Member,Female,Home and lifestyle,13.05,3.0,5.51,39.150000000000006,2024-01-02, Credit card,28.889285714285716
INV1136,B,Normal,Female,Home and lifestyle,38.03,2.4655172413793105,19.46,93.76362068965518,2024-01-02, Credit card,46.86
INV1137,C,Normal,Male,Home and lifestyle,80.24,2.4655172413793105,4.44,197.83310344827586,2024-01-02,Cash,42.99
INV1138,C,Member,Female,Food and beverages ,34.98,1.0,17.23,34.98,2024-01-02,Ewallet ,28.889285714285716
INV1139,A,Member,Male, Electronic accessories ,29.81,1.0,10.35,29.81,2024-04-01, Credit card,11.26
 INV1140 ,B,Normal,Female,Food and beverages ,29.14,4.0,5.7,116.56,2024-01-01,Cash,16.44
INV1141,B,Member,Male, Electronic accessories ,56.37,2.4655172413793105,17.54,138.98120689655173,2024-01-02, Credit card,44.4
INV1142,A,Normal,Male,Home and lifestyle,97.8,2.0,9.46,195.6,2024-01-02,Ewallet ,13.23
INV1143,B,Member,Male,Home and lifestyle,51.31,3.0,10.78,153.93,2024-01-01,Cash,17.53
INV1144,C,Normal,Male,Food and beverages ,60.16,1.0,7.83,60.16,2024-01-02, Credit card,28.889285714285716
 INV1145 ,A,Normal,Male,Food and beverages ,87.46,3.0,12.27,262.38,2024-01-01,Ewallet ,35.42
INV1146,A,Normal,Male, Electronic accessories ,58.16,3.0,4.11,174.48,2024-01-01, Credit card,47.48
INV1147,B,Normal,Female,Sports and travel,26.6,4.0,8.43,106.4,2024-04-01,Ewallet ,17.1
INV1148,A,Normal,Male, Electronic accessories ,36.96,2.4655172413793105,19.42,91.12551724137931,2024-03-01,Ewallet ,26.39
INV1149,C,Normal,Female,Food and beverages ,37.89,1.0,5.9,37.89,2024-04-01,Cash,33.55
 INV1150 ,B,Member,Male,Fashion accessories,45.76,3.0,13.48,137.28,2024-03-01,Ewallet ,49.98
INV1151,B,Member,Female,Food and beverages ,48.41,1.0,7.18,48.41,2024-03-01, Credit card,9.72
INV1152,C,Member,Female,Fashion accessories,81.98,2.0,15.7,163.96,2024-03-01,Ewallet ,27.44
INV1153,B,Normal,Female,Health & Beauty,41.44,4.0,3.49,165.76,2024-01-02,Ewallet ,22.33
INV1154,A,Normal,Male,Food and beverages ,52.14,2.0,19.43,104.28,2024-04-01,Cash,43.96
 INV1155 ,B,Normal,Male,Health & Beauty,66.25,1.0,9.62,66.25,2024-03-01,Ewallet ,26.42
INV1156,C,Normal,Female,Sports and travel,44.0,1.0,5.48,44.0,2024-01-01,Ewallet ,9.99
INV1157,C,Member,Male, Electronic accessories ,85.29,2.4655172413793105,2.4,210.2839655172414,2024-01-02, Credit card,33.55
INV1158,C,Member,Female,Fashion accessories,62.87,3.0,4.23,188.60999999999999,2024-04-01,Cash,39.69
INV1159,A,Normal,Male, Electronic accessories ,36.46,3.0,10.88,109.38,2024-03-01,Cash,5.13
 INV1160 ,B,Member,Female,Health & Beauty,74.27,2.0,7.4,148.54,2024-01-01,Cash,43.65
INV1161,B,Member,Female,Fashion accessories,57.49,4.0,16.75,229.96,2024-04-01,Ewallet ,13.37
INV1162,B,Normal,Male, Electronic accessories ,58.1,3.0,9.19,174.3,2024-04-01,Cash,29.84
INV1163,C,Member,Female,Food and beverages ,53.3,2.4655172413793105,5.73,131.41206896551725,2024-01-02,Ewallet ,23.71
INV1164,A,Normal,Male,Home and lifestyle,54.73,2.0,12.73,109.46,2024-04-01,Ewallet ,37.38
 INV1165 ,B,Member,Female,Health & Beauty,78.88,2.0,14.43,157.76,2024-01-02, Credit card,21.7
INV1166,C,Normal,Female, Electronic accessories ,19.27,2.4655172413793105,4.17,47.51051724137931,2024-03-01, Credit card,44.14
INV1167,A,Normal,Male,Health & Beauty,40.09,4.0,4.18,160.36,2024-01-02, Credit card,37.87
INV1168,A,Normal,Male,Health & Beauty,16.8,2.4655172413793105,1.7,41.42068965517242,2024-01-01, Credit card,34.15
INV1169,A,Normal,Male,Fashion accessories,77.79,4.0,14.99,311.16,2024-01-02, Credit card,40.83
 INV1170 ,A,Member,Female,Fashion accessories,34.51,2.4655172413793105,13.61,85.085,2024-01-01,Ewallet ,28.889285714285716
INV1171,A,Normal,Male,Home and lifestyle,90.77,2.4655172413793105,10.02,223.79500000000002,2024-01-02,Ewallet ,6.62
INV1172,C,Normal,Female,Food and beverages ,57.39,1.0,17.04,57.39,2024-04-01,Cash,22.76
INV1173,C,Normal,Female,Health & Beauty,82.07,2.0,16.31,164.14,2024-03-01,Ewallet ,46.89
INV1174,C,Member,Male, Electronic accessories ,98.1,2.4655172413793105,12.12,241.86724137931034,2024-01-01,Ewallet ,10.66
 INV1175 ,B,Normal,Male,Sports and travel,85.58,2.4655172413793105,17.5,210.9989655172414,2024-01-02, Credit card,38.17
INV1176,A,Member,Female,Health & Beauty,88.03,3.0,4.91,264.09000000000003,2024-01-02,Ewallet ,48.86
INV1177,A,Normal,Female,Health & Beauty,46.72,2.0,3.13,93.44,2024-01-02, Credit card,28.889285714285716
INV1178,C,Member,Male,Home and lifestyle,59.66,3.0,6.13,178.98,2024-04-01,Cash,35.7
INV1179,A,Member,Male,Food and beverages ,32.85,2.0,2.08,65.7,2024-04-01,Cash,26.07
 INV1180 ,A,Normal,Male,Sports and travel,27.65,3.0,11.09,82.94999999999999,2024-01-01,Ewallet ,31.06
INV1181,A,Member,Male,Fashion accessories,55.5,2.4655172413793105,18.8,136.83620689655174,2024-01-01,Cash,28.889285714285716
INV1182,C,Normal,Male,Fashion accessories,63.55,2.4655172413793105,1.75,156.68362068965519,2024-04-01,Ewallet ,6.94
INV1183,C,Normal,Female, Electronic accessories ,40.53,1.0,3.32,40.53,2024-01-01,Cash,35.01
INV1184,A,Normal,Female,Sports and travel,61.25,3.0,9.59,183.75,2024-03-01, Credit card,42.05
 INV1185 ,A,Member,Female,Fashion accessories,89.87,4.0,18.74,359.48,2024-03-01, Credit card,40.19
INV1186,B,Member,Female, Electronic accessories ,60.1,1.0,7.01,60.1,2024-04-01, Credit card,29.47
INV1187,A,Normal,Male,Food and beverages ,74.87,3.0,10.64,224.61,2024-01-01, Credit card,9.49
INV1188,C,Normal,Male, Electronic accessories ,82.48,3.0,1.79,247.44,2024-01-02,Ewallet ,35.96
INV1189,C,Member,Male,Fashion accessories,98.99,1.0,3.82,98.99,2024-03-01,Cash,15.88
 INV1190 ,C,Normal,Female,Home and lifestyle,64.29,2.4655172413793105,19.75,158.50810344827588,2024-04-01,Ewallet ,28.889285714285716
INV1191,A,Normal,Female,Home and lifestyle,82.62,3.0,19.34,247.86,2024-01-01, Credit card,42.72
INV1192,C,Normal,Male,Home and lifestyle,96.64,2.4655172413793105,1.09,238.26758620689657,2024-04-01,Ewallet ,28.889285714285716
INV1193,B,Member,Male,Fashion accessories,95.0,1.0,19.08,95.0,2024-01-02,Cash,47.7
INV1194,A,Member,Female,Home and lifestyle,22.7,2.4655172413793105,13.14,55.967241379310344,2024-03-01,Ewallet ,28.889285714285716
 INV1195 ,C,Member,Female,Sports and travel,46.58,2.0,17.49,93.16,2024-04-01,Cash,38.13
INV1196,B,Normal,Male,Food and beverages ,39.16,4.0,9.64,156.64,2024-04-01,Ewallet ,19.86
INV1197,A,Normal,Male, Electronic accessories ,17.82,3.0,10.8,53.46,2024-04-01,Cash,45.77
INV1198,C,Normal,Female, Electronic accessories ,66.99,4.0,10.29,267.96,2024-01-02,Cash,17.0
INV1199,C,Member,Male,Fashion accessories,76.23,2.4655172413793105,13.67,187.94637931034484,2024-04-01, Credit card,37.62
 INV1200 ,A,Normal,Male,Home and lifestyle,86.33,3.0,3.65,258.99,2024-01-02,Cash,28.889285714285716
INV1201,A,Normal,Male,Home and lifestyle,21.05,2.4655172413793105,1.57,51.89913793103449,2024-01-02, Credit card,6.87
INV1202,A,Normal,Female,Health & Beauty,88.88,2.0,6.85,177.76,2024-01-02, Credit card,22.89
INV1203,C,Normal,Female,Food and beverages ,67.86,1.0,14.39,67.86,2024-03-01, Credit card,39.3
INV1204,A,Member,Female,Sports and travel,73.36,3.0,4.84,220.07999999999998,2024-03-01,Ewallet ,25.47
 INV1205 ,B,Member,Female, Electronic accessories ,91.96,2.0,13.8,183.92,2024-04-01,Ewallet ,17.03
INV1206,A,Normal,Female,Health & Beauty,66.23,2.0,19.43,132.46,2024-04-01,Ewallet ,28.889285714285716
INV1207,A,Member,Female,Health & Beauty,40.23,3.0,2.78,120.69,2024-03-01,Ewallet ,10.92
INV1208,C,Member,Female,Fashion accessories,84.26,2.4655172413793105,13.78,207.7444827586207,2024-01-01,Cash,43.57
INV1209,B,Normal,Male, Electronic accessories ,42.68,2.0,9.43,85.36,2024-03-01,Cash,30.89
 INV1210 ,C,Normal,Male,Fashion accessories,13.08,4.0,17.49,52.32,2024-01-02,Ewallet ,8.44
INV1211,A,Member,Male,Sports and travel,84.76,2.0,4.37,169.52,2024-03-01,Cash,22.22
INV1212,B,Normal,Male,Health & Beauty,41.07,2.4655172413793105,14.16,101.25879310344828,2024-01-02,Cash,21.55
INV1213,A,Member,Male,Health & Beauty,79.65,2.4655172413793105,16.92,196.3784482758621,2024-04-01, Credit card,13.18
INV1214,A,Normal,Male,Food and beverages ,42.65,4.0,18.95,170.6,2024-01-01, Credit card,24.6
 INV1215 ,C,Member,Male,Sports and travel,87.5,2.0,13.98,175.0,2024-04-01, Credit card,19.94
INV1216,A,Normal,Female,Health & Beauty,29.76,2.4655172413793105,10.45,73.37379310344828,2024-01-02, Credit card,20.38
INV1217,B,Member,Female,Sports and travel,97.71,3.0,12.74,293.13,2024-01-02,Cash,38.26
INV1218,B,Member,Male, Electronic accessories ,80.18,1.0,17.51,80.18,2024-01-02,Ewallet ,15.05
INV1219,A,Member,Male,Home and lifestyle,20.28,1.0,11.84,20.28,2024-01-01,Cash,33.88
 INV1220 ,C,Normal,Female,Health & Beauty,60.92,1.0,1.58,60.92,2024-03-01,Cash,30.68
INV1221,B,Member,Male,Food and beverages ,98.68,2.0,18.69,197.36,2024-04-01,Cash,30.56
INV1222,A,Member,Male, Electronic accessories ,52.4,4.0,14.1,209.6,2024-04-01, Credit card,34.84
INV1223,A,Normal,Female,Sports and travel,26.39,2.4655172413793105,13.85,65.06500000000001,2024-03-01, Credit card,28.889285714285716
INV1224,C,Normal,Male,Fashion accessories,53.63,3.0,5.1,160.89000000000001,2024-04-01, Credit card,44.57
 INV1225 ,C,Member,Female, Electronic accessories ,56.12,3.0,13.52,168.35999999999999,2024-01-01,Ewallet ,35.4
INV1226,B,Member,Male,Health & Beauty,76.75,2.0,8.48,153.5,2024-04-01,Cash,29.61
INV1227,B,Normal,Female,Sports and travel,72.9,1.0,13.37,72.9,2024-01-02,Ewallet ,42.34
INV1228,A,Normal,Female,Home and lifestyle,46.23,2.0,3.03,92.46,2024-03-01, Credit card,32.28
INV1229,B,Normal,Female, Electronic accessories ,29.62,4.0,13.5,118.48,2024-01-01,Ewallet ,18.1
 INV1230 ,C,Normal,Male,Health & Beauty,68.05,4.0,19.99,272.2,2024-03-01,Cash,14.32
INV1231,A,Normal,Female,Food and beverages ,47.95,2.4655172413793105,1.92,118.22155172413794,2024-01-01,Cash,11.85
INV1232,C,Member,Male,Fashion accessories,21.9,2.4655172413793105,19.57,53.994827586206895,2024-01-02, Credit card,45.48
INV1233,C,Normal,Male,Sports and travel,91.05,4.0,8.73,364.2,2024-03-01, Credit card,36.96
INV1234,A,Member,Male, Electronic accessories ,72.21,4.0,17.54,288.84,2024-04-01,Ewallet ,47.18
 INV1235 ,C,Member,Male, Electronic accessories ,71.49,4.0,15.87,285.96,2024-01-01, Credit card,32.15
INV1236,B,Member,Female,Home and lifestyle,84.03,2.0,11.77,168.06,2024-03-01, Credit card,26.3
INV1237,A,Normal,Female,Home and lifestyle,57.67,4.0,15.03,230.68,2024-04-01,Cash,7.69
INV1238,B,Member,Male,Food and beverages ,83.35,3.0,17.69,250.04999999999998,2024-03-01, Credit card,35.22
INV1239,C,Member,Male,Fashion accessories,54.83,1.0,8.68,54.83,2024-03-01, Credit card,28.889285714285716
 INV1240 ,C,Normal,Female,Food and beverages ,16.05,4.0,7.21,64.2,2024-03-01,Cash,49.56
